sim_id,p_msmw_w,measure,method,value
0.25_062,0.25,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0199611036310401
0.25_062,0.25,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0471458186403368
0.25_062,0.25,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0139129319740975
0.25_062,0.25,average_time_in_MSM_network,MSMW+MSW,58.34190133297487
0.25_062,0.25,average_time_in_WSM_network,MSMW+MSW,53.27549031024496
0.25_062,0.25,average_time_in_network_overall,MSMW+MSW,55.85098936574951
0.25_062,0.25,total_between_network_proportion,MSMW+MSW,0.0855720117116539
0.25_062,0.25,total_triplet_proportion,MSMW+MSW,0.0338740356051377
0.25_069,0.25,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0147607615697273
0.25_069,0.25,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0068455705830619
0.25_069,0.25,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0096265836324308
0.25_069,0.25,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0060611822870861
0.25_069,0.25,average_time_in_MSM_network,MSM+MSMW,232.67448157442877
0.25_069,0.25,average_time_in_WSM_network,MSM+MSMW,281.98728706465147
0.25_069,0.25,average_time_in_network_overall,MSM+MSMW,252.1594763017557
0.25_069,0.25,total_between_network_proportion,MSM+MSMW,0.0243873452021582
0.25_069,0.25,total_triplet_proportion,MSM+MSMW,0.012906752870148
0.25_069,0.25,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0322312281619167
0.25_069,0.25,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0196572460840008
0.25_069,0.25,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0318509186850799
0.25_069,0.25,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0136673718238216
0.25_069,0.25,average_time_in_MSM_network,MSMW+MSW,58.23220124613134
0.25_069,0.25,average_time_in_WSM_network,MSMW+MSW,91.7186494987454
0.25_069,0.25,average_time_in_network_overall,MSMW+MSW,74.88728119644348
0.25_069,0.25,total_between_network_proportion,MSMW+MSW,0.0640821468469967
0.25_069,0.25,total_triplet_proportion,MSMW+MSW,0.0333246179078224
0.25_071,0.25,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0196456183933686
0.25_071,0.25,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0086440720930822
0.25_071,0.25,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.01171132348095
0.25_071,0.25,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0057542650003802
0.25_071,0.25,average_time_in_MSM_network,MSM+MSMW,309.6219728654494
0.25_071,0.25,average_time_in_WSM_network,MSM+MSMW,359.5254575185359
0.25_071,0.25,average_time_in_network_overall,MSM+MSMW,333.4089559888104
0.25_071,0.25,total_between_network_proportion,MSM+MSMW,0.0313569418743187
0.25_071,0.25,total_triplet_proportion,MSM+MSMW,0.0143983370934624
0.25_071,0.25,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0305964663236076
0.25_071,0.25,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0188597936576339
0.25_071,0.25,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0306471646936551
0.25_071,0.25,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0110775938553575
0.25_071,0.25,average_time_in_MSM_network,MSMW+MSW,67.04766062838364
0.25_071,0.25,average_time_in_WSM_network,MSMW+MSW,94.66928285709646
0.25_071,0.25,average_time_in_network_overall,MSMW+MSW,80.70273850171792
0.25_071,0.25,total_between_network_proportion,MSMW+MSW,0.0612436310172627
0.25_071,0.25,total_triplet_proportion,MSMW+MSW,0.0299373875129914
0.25_094,0.25,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0209705950214064
0.25_094,0.25,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0094085676929781
0.25_094,0.25,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0114082087830389
0.25_094,0.25,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.00612710539134
0.25_094,0.25,average_time_in_MSM_network,MSM+MSMW,234.15880332381985
0.25_094,0.25,average_time_in_WSM_network,MSM+MSMW,210.86689405881395
0.25_094,0.25,average_time_in_network_overall,MSM+MSMW,222.9395839606216
0.25_094,0.25,total_between_network_proportion,MSM+MSMW,0.0323788038044453
0.25_094,0.25,total_triplet_proportion,MSM+MSMW,0.0155356730843182
0.25_094,0.25,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0372497244084395
0.25_094,0.25,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0212782321121849
0.25_094,0.25,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0448893788294408
0.25_094,0.25,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0156638552054759
0.25_094,0.25,average_time_in_MSM_network,MSMW+MSW,71.78544404989867
0.25_094,0.25,average_time_in_WSM_network,MSMW+MSW,86.44296226621252
0.25_094,0.25,average_time_in_network_overall,MSMW+MSW,79.03405558935951
0.25_094,0.25,total_between_network_proportion,MSMW+MSW,0.0821391032378803
0.25_094,0.25,total_triplet_proportion,MSMW+MSW,0.0369420873176609
0.5_009,0.5,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0281996827871717
0.5_009,0.5,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.007876555821393
0.5_009,0.5,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.018522003279658
0.5_009,0.5,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0100540337105836
0.5_009,0.5,average_time_in_MSM_network,MSM+MSMW,145.54119035684835
0.5_009,0.5,average_time_in_WSM_network,MSM+MSMW,341.3234898899412
0.5_009,0.5,average_time_in_network_overall,MSM+MSMW,243.95580536993705
0.5_009,0.5,total_between_network_proportion,MSM+MSMW,0.0467216860668297
0.5_009,0.5,total_triplet_proportion,MSM+MSMW,0.0179305895319766
0.5_009,0.5,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0209951880426893
0.5_009,0.5,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0181994139627409
0.5_009,0.5,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0173391757842952
0.5_009,0.5,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0097314443936664
0.5_009,0.5,average_time_in_MSM_network,MSMW+MSW,139.68329605737418
0.5_009,0.5,average_time_in_WSM_network,MSMW+MSW,281.0240704999818
0.5_009,0.5,average_time_in_network_overall,MSMW+MSW,210.8858681195711
0.5_009,0.5,total_between_network_proportion,MSMW+MSW,0.0383343638269845
0.5_009,0.5,total_triplet_proportion,MSMW+MSW,0.0279308583564074
0.5_017,0.5,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0358255806018697
0.5_017,0.5,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0130109410185838
0.5_017,0.5,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0220640083706753
0.5_017,0.5,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0116916497964197
0.5_017,0.5,average_time_in_MSM_network,MSM+MSMW,155.06089046583494
0.5_017,0.5,average_time_in_WSM_network,MSM+MSMW,375.2491804185744
0.5_017,0.5,average_time_in_network_overall,MSM+MSMW,260.5302731139764
0.5_017,0.5,total_between_network_proportion,MSM+MSMW,0.057889588972545
0.5_017,0.5,total_triplet_proportion,MSM+MSMW,0.0247025908150035
0.5_017,0.5,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0256351932306712
0.5_017,0.5,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0168550826831653
0.5_017,0.5,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0286149716807315
0.5_017,0.5,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0115551713941268
0.5_017,0.5,average_time_in_MSM_network,MSMW+MSW,93.81770642774916
0.5_017,0.5,average_time_in_WSM_network,MSMW+MSW,173.19402158342086
0.5_017,0.5,average_time_in_network_overall,MSMW+MSW,132.15998449977164
0.5_017,0.5,total_between_network_proportion,MSMW+MSW,0.0542501649114027
0.5_017,0.5,total_triplet_proportion,MSMW+MSW,0.0284102540772922
0.5_026,0.5,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0222454536613828
0.5_026,0.5,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0088009335796946
0.5_026,0.5,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0146114946999902
0.5_026,0.5,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0083876300690459
0.5_026,0.5,average_time_in_MSM_network,MSM+MSMW,415.8553498138781
0.5_026,0.5,average_time_in_WSM_network,MSM+MSMW,711.5522776757888
0.5_026,0.5,average_time_in_network_overall,MSM+MSMW,571.929648241206
0.5_026,0.5,total_between_network_proportion,MSM+MSMW,0.0368569483613731
0.5_026,0.5,total_triplet_proportion,MSM+MSMW,0.0171885636487406
0.5_026,0.5,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0194495769717008
0.5_026,0.5,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0138091996499076
0.5_026,0.5,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0171156277350967
0.5_026,0.5,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0050325780414275
0.5_026,0.5,average_time_in_MSM_network,MSMW+MSW,204.3841170773701
0.5_026,0.5,average_time_in_WSM_network,MSMW+MSW,204.355565835401
0.5_026,0.5,average_time_in_network_overall,MSMW+MSW,204.36967550492963
0.5_026,0.5,total_between_network_proportion,MSMW+MSW,0.0365652047067976
0.5_026,0.5,total_triplet_proportion,MSMW+MSW,0.0188417776913352
0.5_037,0.5,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0305134539627428
0.5_037,0.5,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.010059869577797
0.5_037,0.5,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0196078431372549
0.5_037,0.5,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0111059179630989
0.5_037,0.5,average_time_in_MSM_network,MSM+MSMW,103.81609180581523
0.5_037,0.5,average_time_in_WSM_network,MSM+MSMW,404.8756643700788
0.5_037,0.5,average_time_in_network_overall,MSM+MSMW,257.87610413322
0.5_037,0.5,total_between_network_proportion,MSM+MSMW,0.0501212970999977
0.5_037,0.5,total_triplet_proportion,MSM+MSMW,0.021165787540896
0.5_037,0.5,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0193852796510204
0.5_037,0.5,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.012908682201598
0.5_037,0.5,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0232801406601233
0.5_037,0.5,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0103937148071487
0.5_037,0.5,average_time_in_MSM_network,MSMW+MSW,79.17707591330009
0.5_037,0.5,average_time_in_WSM_network,MSMW+MSW,348.8259259711852
0.5_037,0.5,average_time_in_network_overall,MSMW+MSW,216.7047286053512
0.5_037,0.5,total_between_network_proportion,MSMW+MSW,0.0426654203111437
0.5_037,0.5,total_triplet_proportion,MSMW+MSW,0.0233023970087467
0.5_046,0.5,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0440118877469997
0.5_046,0.5,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0111844642573561
0.5_046,0.5,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0256584768256993
0.5_046,0.5,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0121146124004628
0.5_046,0.5,average_time_in_MSM_network,MSM+MSMW,108.12840958032254
0.5_046,0.5,average_time_in_WSM_network,MSM+MSMW,170.60417116455807
0.5_046,0.5,average_time_in_network_overall,MSM+MSMW,138.88599072547214
0.5_046,0.5,total_between_network_proportion,MSM+MSMW,0.069670364572699
0.5_046,0.5,total_triplet_proportion,MSM+MSMW,0.0232990766578189
0.5_046,0.5,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0265432518886544
0.5_046,0.5,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0093468545112184
0.5_046,0.5,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0362304045010095
0.5_046,0.5,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0178543070396333
0.5_046,0.5,average_time_in_MSM_network,MSMW+MSW,47.17492505995204
0.5_046,0.5,average_time_in_WSM_network,MSMW+MSW,146.5884778753763
0.5_046,0.5,average_time_in_network_overall,MSMW+MSW,96.10385079867665
0.5_046,0.5,total_between_network_proportion,MSMW+MSW,0.062773656389664
0.5_046,0.5,total_triplet_proportion,MSMW+MSW,0.0272011615508518
0.5_060,0.5,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0333750811763614
0.5_060,0.5,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0187169496242694
0.5_060,0.5,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0231932461267278
0.5_060,0.5,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0136840152147694
0.5_060,0.5,average_time_in_MSM_network,MSM+MSMW,68.67415606309959
0.5_060,0.5,average_time_in_WSM_network,MSM+MSMW,368.3447346580091
0.5_060,0.5,average_time_in_network_overall,MSM+MSMW,220.5582455324224
0.5_060,0.5,total_between_network_proportion,MSM+MSMW,0.0565683273030893
0.5_060,0.5,total_triplet_proportion,MSM+MSMW,0.0324009648390388
0.5_060,0.5,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0233324056034882
0.5_060,0.5,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0165599777344837
0.5_060,0.5,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0226366082196864
0.5_060,0.5,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.006726041376751
0.5_060,0.5,average_time_in_MSM_network,MSMW+MSW,117.42722042192976
0.5_060,0.5,average_time_in_WSM_network,MSMW+MSW,410.0591271298076
0.5_060,0.5,average_time_in_network_overall,MSMW+MSW,265.24990727609907
0.5_060,0.5,total_between_network_proportion,MSMW+MSW,0.0459690138231746
0.5_060,0.5,total_triplet_proportion,MSMW+MSW,0.0232860191112348
0.5_061,0.5,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0419368055722927
0.5_061,0.5,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0159070641825938
0.5_061,0.5,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0239087994986864
0.5_061,0.5,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0122436190981176
0.5_061,0.5,average_time_in_MSM_network,MSM+MSMW,252.2683275072621
0.5_061,0.5,average_time_in_WSM_network,MSM+MSMW,309.5276867586172
0.5_061,0.5,average_time_in_network_overall,MSM+MSMW,280.4495443237364
0.5_061,0.5,total_between_network_proportion,MSM+MSMW,0.0658456050709792
0.5_061,0.5,total_triplet_proportion,MSM+MSMW,0.0281506832807114
0.5_061,0.5,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0323443638379407
0.5_061,0.5,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0200284399026294
0.5_061,0.5,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0315249090164132
0.5_061,0.5,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0181003109107999
0.5_061,0.5,average_time_in_MSM_network,MSMW+MSW,78.64480655118604
0.5_061,0.5,average_time_in_WSM_network,MSMW+MSW,122.78004923525565
0.5_061,0.5,average_time_in_network_overall,MSMW+MSW,100.48569006928864
0.5_061,0.5,total_between_network_proportion,MSMW+MSW,0.0638692728543539
0.5_061,0.5,total_triplet_proportion,MSMW+MSW,0.0381287508134294
0.5_066,0.5,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.033960157994161
0.5_066,0.5,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0113987635239567
0.5_066,0.5,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0212519319938176
0.5_066,0.5,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.011913961875322
0.5_066,0.5,average_time_in_MSM_network,MSM+MSMW,196.75557851448943
0.5_066,0.5,average_time_in_WSM_network,MSM+MSMW,277.27389302320347
0.5_066,0.5,average_time_in_network_overall,MSM+MSMW,234.8887603305785
0.5_066,0.5,total_between_network_proportion,MSM+MSMW,0.0552120899879787
0.5_066,0.5,total_triplet_proportion,MSM+MSMW,0.0233127253992787
0.5_066,0.5,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0251803194229778
0.5_066,0.5,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.012150094453031
0.5_066,0.5,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0271337798385711
0.5_066,0.5,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0092521037266014
0.5_066,0.5,average_time_in_MSM_network,MSMW+MSW,117.961366394508
0.5_066,0.5,average_time_in_WSM_network,MSMW+MSW,144.97724332496844
0.5_066,0.5,average_time_in_network_overall,MSMW+MSW,130.91686318771465
0.5_066,0.5,total_between_network_proportion,MSMW+MSW,0.052314099261549
0.5_066,0.5,total_triplet_proportion,MSMW+MSW,0.0214021981796324
0.5_067,0.5,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0391070709940108
0.5_067,0.5,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0120966787396728
0.5_067,0.5,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0292119404398361
0.5_067,0.5,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0171152617001633
0.5_067,0.5,average_time_in_MSM_network,MSM+MSMW,117.92625137889743
0.5_067,0.5,average_time_in_WSM_network,MSM+MSMW,311.15552824554635
0.5_067,0.5,average_time_in_network_overall,MSM+MSMW,210.94832804455288
0.5_067,0.5,total_between_network_proportion,MSM+MSMW,0.068319011433847
0.5_067,0.5,total_triplet_proportion,MSM+MSMW,0.0292119404398361
0.5_067,0.5,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.027862604455176
0.5_067,0.5,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0188907037852425
0.5_067,0.5,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0254006580971995
0.5_067,0.5,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0165234476718036
0.5_067,0.5,average_time_in_MSM_network,MSMW+MSW,84.03651669181363
0.5_067,0.5,average_time_in_WSM_network,MSMW+MSW,172.56257025103034
0.5_067,0.5,average_time_in_network_overall,MSMW+MSW,128.56922654582257
0.5_067,0.5,total_between_network_proportion,MSMW+MSW,0.0532632625523755
0.5_067,0.5,total_triplet_proportion,MSMW+MSW,0.0354141514570461
0.5_090,0.5,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0298702175037675
0.5_090,0.5,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0143278076429969
0.5_090,0.5,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0189163049101419
0.5_090,0.5,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0103915967520636
0.5_090,0.5,average_time_in_MSM_network,MSM+MSMW,90.863238441918
0.5_090,0.5,average_time_in_WSM_network,MSM+MSMW,439.11316636505546
0.5_090,0.5,average_time_in_network_overall,MSM+MSMW,258.47044040210625
0.5_090,0.5,total_between_network_proportion,MSM+MSMW,0.0487865224139094
0.5_090,0.5,total_triplet_proportion,MSM+MSMW,0.0247194043950606
0.5_090,0.5,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0169144605141816
0.5_090,0.5,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0110888683956004
0.5_090,0.5,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0176117321577183
0.5_090,0.5,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.007287613306642
0.5_090,0.5,average_time_in_MSM_network,MSMW+MSW,128.5897190293742
0.5_090,0.5,average_time_in_WSM_network,MSMW+MSW,407.1353705270493
0.5_090,0.5,average_time_in_network_overall,MSMW+MSW,257.00717022692334
0.5_090,0.5,total_between_network_proportion,MSMW+MSW,0.0345261926718999
0.5_090,0.5,total_triplet_proportion,MSMW+MSW,0.0183764817022425
0.75_022,0.75,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0447454549798131
0.75_022,0.75,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0081941756850378
0.75_022,0.75,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0301966124369908
0.75_022,0.75,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0174633889963926
0.75_022,0.75,average_time_in_MSM_network,MSM+MSMW,64.02302950783823
0.75_022,0.75,average_time_in_WSM_network,MSM+MSMW,215.56521592146095
0.75_022,0.75,average_time_in_network_overall,MSM+MSMW,140.19765493568067
0.75_022,0.75,total_between_network_proportion,MSM+MSMW,0.074942067416804
0.75_022,0.75,total_triplet_proportion,MSM+MSMW,0.0256575646814305
0.75_022,0.75,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0127810028906567
0.75_022,0.75,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0094364413865596
0.75_022,0.75,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0118970830645739
0.75_022,0.75,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0074535942091306
0.75_022,0.75,average_time_in_MSM_network,MSMW+MSW,148.6204983111813
0.75_022,0.75,average_time_in_WSM_network,MSMW+MSW,333.7142550589043
0.75_022,0.75,average_time_in_network_overall,MSMW+MSW,242.17822007701068
0.75_022,0.75,total_between_network_proportion,MSMW+MSW,0.0246780859552306
0.75_022,0.75,total_triplet_proportion,MSMW+MSW,0.0168900355956902
0.75_035,0.75,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0461324075884999
0.75_035,0.75,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0124193232935654
0.75_035,0.75,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0305104635243496
0.75_035,0.75,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0190934871895169
0.75_035,0.75,average_time_in_MSM_network,MSM+MSMW,72.03452532761754
0.75_035,0.75,average_time_in_WSM_network,MSM+MSMW,234.89264880559588
0.75_035,0.75,average_time_in_network_overall,MSM+MSMW,154.58356078242488
0.75_035,0.75,total_between_network_proportion,MSM+MSMW,0.0766428711128496
0.75_035,0.75,total_triplet_proportion,MSM+MSMW,0.0315128104830823
0.75_035,0.75,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0197535693330725
0.75_035,0.75,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0152796792489732
0.75_035,0.75,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0197780168198709
0.75_035,0.75,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0104635243496968
0.75_035,0.75,average_time_in_MSM_network,MSMW+MSW,109.92079712270194
0.75_035,0.75,average_time_in_WSM_network,MSMW+MSW,386.8616263120229
0.75_035,0.75,average_time_in_network_overall,MSMW+MSW,250.7950551742444
0.75_035,0.75,total_between_network_proportion,MSMW+MSW,0.0395315861529434
0.75_035,0.75,total_triplet_proportion,MSMW+MSW,0.02574320359867
0.75_039,0.75,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0406316624522782
0.75_039,0.75,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0068669740691159
0.75_039,0.75,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0298477862065546
0.75_039,0.75,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0176260597947344
0.75_039,0.75,average_time_in_MSM_network,MSM+MSMW,77.96610169491525
0.75_039,0.75,average_time_in_WSM_network,MSM+MSMW,358.2908528394953
0.75_039,0.75,average_time_in_network_overall,MSM+MSMW,219.3418122858745
0.75_039,0.75,total_between_network_proportion,MSM+MSMW,0.0704794486588328
0.75_039,0.75,total_triplet_proportion,MSM+MSMW,0.0244930338638504
0.75_039,0.75,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0133620903366552
0.75_039,0.75,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0086766820367891
0.75_039,0.75,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0132629282562348
0.75_039,0.75,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0067182309484852
0.75_039,0.75,average_time_in_MSM_network,MSMW+MSW,117.5109589041096
0.75_039,0.75,average_time_in_WSM_network,MSMW+MSW,384.37033403011816
0.75_039,0.75,average_time_in_network_overall,MSMW+MSW,251.17157753039464
0.75_039,0.75,total_between_network_proportion,MSMW+MSW,0.02662501859289
0.75_039,0.75,total_triplet_proportion,MSMW+MSW,0.0153949129852744
0.75_042,0.75,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0393642372195494
0.75_042,0.75,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0051256688098556
0.75_042,0.75,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0296299626815341
0.75_042,0.75,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0184793849197428
0.75_042,0.75,average_time_in_MSM_network,MSM+MSMW,63.67532786336485
0.75_042,0.75,average_time_in_WSM_network,MSM+MSMW,296.5018725211212
0.75_042,0.75,average_time_in_network_overall,MSM+MSMW,180.6123105632838
