sim_id,p_msmw_w,measure,method,value
0.75_042,0.75,total_between_network_proportion,MSM+MSMW,0.0689941999010835
0.75_042,0.75,total_triplet_proportion,MSM+MSMW,0.0236050537295984
0.75_042,0.75,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.014163032237759
0.75_042,0.75,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0107234386943033
0.75_042,0.75,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0119149318825592
0.75_042,0.75,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0077784272289915
0.75_042,0.75,average_time_in_MSM_network,MSMW+MSW,174.51645115144035
0.75_042,0.75,average_time_in_WSM_network,MSMW+MSW,601.7042105562023
0.75_042,0.75,average_time_in_network_overall,MSMW+MSW,386.8143977875607
0.75_042,0.75,total_between_network_proportion,MSMW+MSW,0.0260779641203183
0.75_042,0.75,total_triplet_proportion,MSMW+MSW,0.0185018659232948
0.75_046,0.75,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0569094172097855
0.75_046,0.75,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0094927741569849
0.75_046,0.75,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0381836214224992
0.75_046,0.75,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0201426277510153
0.75_046,0.75,average_time_in_MSM_network,MSM+MSMW,52.50687692273146
0.75_046,0.75,average_time_in_WSM_network,MSM+MSMW,213.39594455086976
0.75_046,0.75,average_time_in_network_overall,MSM+MSMW,133.62470948114375
0.75_046,0.75,total_between_network_proportion,MSM+MSMW,0.0950930386322848
0.75_046,0.75,total_triplet_proportion,MSM+MSMW,0.0296354019080003
0.75_046,0.75,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0133418343251157
0.75_046,0.75,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0050533673373004
0.75_046,0.75,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.020709360536507
0.75_046,0.75,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0097289128176065
0.75_046,0.75,average_time_in_MSM_network,MSMW+MSW,45.43871242559952
0.75_046,0.75,average_time_in_WSM_network,MSMW+MSW,335.3260215874156
0.75_046,0.75,average_time_in_network_overall,MSMW+MSW,192.2478308056845
0.75_046,0.75,total_between_network_proportion,MSMW+MSW,0.0340511948616227
0.75_046,0.75,total_triplet_proportion,MSMW+MSW,0.0147822801549069
0.75_053,0.75,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0374080334062437
0.75_053,0.75,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0059405448399284
0.75_053,0.75,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0297524358719427
0.75_053,0.75,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0192881288526546
0.75_053,0.75,average_time_in_MSM_network,MSM+MSMW,61.70207494927528
0.75_053,0.75,average_time_in_WSM_network,MSM+MSMW,386.5355639290117
0.75_053,0.75,average_time_in_network_overall,MSM+MSMW,221.1327164898141
0.75_053,0.75,total_between_network_proportion,MSM+MSMW,0.0671604692781865
0.75_053,0.75,total_triplet_proportion,MSM+MSMW,0.025228673692583
0.75_053,0.75,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0132233048319745
0.75_053,0.75,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0091220918671704
0.75_053,0.75,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0127758997812686
0.75_053,0.75,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0061145356929807
0.75_053,0.75,average_time_in_MSM_network,MSMW+MSW,117.31267359325172
0.75_053,0.75,average_time_in_WSM_network,MSMW+MSW,517.9870538031255
0.75_053,0.75,average_time_in_network_overall,MSMW+MSW,306.2068482722997
0.75_053,0.75,total_between_network_proportion,MSMW+MSW,0.0259992046132431
0.75_053,0.75,total_triplet_proportion,MSMW+MSW,0.0152366275601511
0.75_061,0.75,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0509615384615384
0.75_061,0.75,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0050049309664694
0.75_061,0.75,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0366863905325443
0.75_061,0.75,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0224358974358974
0.75_061,0.75,average_time_in_MSM_network,MSM+MSMW,91.61535770509008
0.75_061,0.75,average_time_in_WSM_network,MSM+MSMW,231.1306963875141
0.75_061,0.75,average_time_in_network_overall,MSM+MSMW,159.0339606723588
0.75_061,0.75,total_between_network_proportion,MSM+MSMW,0.0876479289940828
0.75_061,0.75,total_triplet_proportion,MSM+MSMW,0.0274408284023668
0.75_061,0.75,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0170611439842209
0.75_061,0.75,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0107988165680473
0.75_061,0.75,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0173816568047337
0.75_061,0.75,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0106508875739644
0.75_061,0.75,average_time_in_MSM_network,MSMW+MSW,74.24650813160916
0.75_061,0.75,average_time_in_WSM_network,MSMW+MSW,192.0697522019704
0.75_061,0.75,average_time_in_network_overall,MSMW+MSW,130.52943080286084
0.75_061,0.75,total_between_network_proportion,MSMW+MSW,0.0344428007889546
0.75_061,0.75,total_triplet_proportion,MSMW+MSW,0.0214497041420118
0.75_072,0.75,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0376622532342297
0.75_072,0.75,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0153206058898736
0.75_072,0.75,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0273040501007649
0.75_072,0.75,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0184844085205972
0.75_072,0.75,average_time_in_MSM_network,MSM+MSMW,44.59384831501778
0.75_072,0.75,average_time_in_WSM_network,MSM+MSMW,463.1844972316485
0.75_072,0.75,average_time_in_network_overall,MSM+MSMW,260.48572906480734
0.75_072,0.75,total_between_network_proportion,MSM+MSMW,0.0649663033349946
0.75_072,0.75,total_triplet_proportion,MSM+MSMW,0.0338050144104708
0.75_072,0.75,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0125035213556677
0.75_072,0.75,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0082128849112618
0.75_072,0.75,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0119184345677942
0.75_072,0.75,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0056775088304765
0.75_072,0.75,average_time_in_MSM_network,MSMW+MSW,78.25479034714985
0.75_072,0.75,average_time_in_WSM_network,MSMW+MSW,634.8799728105323
0.75_072,0.75,average_time_in_network_overall,MSMW+MSW,372.3828689175394
0.75_072,0.75,total_between_network_proportion,MSMW+MSW,0.0244219559234619
0.75_072,0.75,total_triplet_proportion,MSMW+MSW,0.0138903937417383
0.75_077,0.75,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.033796923076923
0.75_077,0.75,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0054892307692307
0.75_077,0.75,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0251076923076923
0.75_077,0.75,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0160738461538461
0.75_077,0.75,average_time_in_MSM_network,MSM+MSMW,90.35536574259338
0.75_077,0.75,average_time_in_WSM_network,MSM+MSMW,428.6986708904345
0.75_077,0.75,average_time_in_network_overall,MSM+MSMW,259.6856087238237
0.75_077,0.75,total_between_network_proportion,MSM+MSMW,0.0589046153846153
0.75_077,0.75,total_triplet_proportion,MSM+MSMW,0.0215630769230769
0.75_077,0.75,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.012996923076923
0.75_077,0.75,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0097230769230769
0.75_077,0.75,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0128738461538461
0.75_077,0.75,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0061538461538461
0.75_077,0.75,average_time_in_MSM_network,MSMW+MSW,173.16920976793568
0.75_077,0.75,average_time_in_WSM_network,MSMW+MSW,394.4451370428087
0.75_077,0.75,average_time_in_network_overall,MSMW+MSW,283.40633562686475
0.75_077,0.75,total_between_network_proportion,MSMW+MSW,0.0258707692307692
0.75_077,0.75,total_triplet_proportion,MSMW+MSW,0.015876923076923
0.75_099,0.75,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0268245201014125
0.75_099,0.75,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.002874864179645
0.75_099,0.75,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0212332488228902
0.75_099,0.75,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0152345164795364
0.75_099,0.75,average_time_in_MSM_network,MSM+MSMW,66.6645230061755
0.75_099,0.75,average_time_in_WSM_network,MSM+MSMW,342.7855133486996
0.75_099,0.75,average_time_in_network_overall,MSM+MSMW,202.67920665501472
0.75_099,0.75,total_between_network_proportion,MSM+MSMW,0.0480577689243027
0.75_099,0.75,total_triplet_proportion,MSM+MSMW,0.0181093806591814
0.75_099,0.75,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0118163708801159
0.75_099,0.75,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0059987323433538
0.75_099,0.75,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0124728359290112
0.75_099,0.75,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0064967403114813
0.75_099,0.75,average_time_in_MSM_network,MSMW+MSW,94.23102410145148
0.75_099,0.75,average_time_in_WSM_network,MSMW+MSW,374.6189911618884
0.75_099,0.75,average_time_in_network_overall,MSMW+MSW,229.81093593919653
0.75_099,0.75,total_between_network_proportion,MSMW+MSW,0.0242892068091271
0.75_099,0.75,total_triplet_proportion,MSMW+MSW,0.0124954726548352
0.95_007,0.95,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0322633861236802
0.95_007,0.95,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0005420437405731
0.95_007,0.95,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0222709276018099
0.95_007,0.95,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0160727752639517
0.95_007,0.95,average_time_in_MSM_network,MSM+MSMW,58.95090242937736
0.95_007,0.95,average_time_in_WSM_network,MSM+MSMW,342.9382595475186
0.95_007,0.95,average_time_in_network_overall,MSM+MSMW,203.30274881904677
0.95_007,0.95,total_between_network_proportion,MSM+MSMW,0.0545343137254902
0.95_007,0.95,total_triplet_proportion,MSM+MSMW,0.0166148190045248
0.95_007,0.95,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0030401583710407
0.95_007,0.95,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0021917420814479
0.95_007,0.95,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0032758295625942
0.95_007,0.95,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0023095776772247
0.95_007,0.95,average_time_in_MSM_network,MSMW+MSW,721.7924762941085
0.95_007,0.95,average_time_in_WSM_network,MSMW+MSW,541.0176819407008
0.95_007,0.95,average_time_in_network_overall,MSMW+MSW,615.0515660809779
0.95_007,0.95,total_between_network_proportion,MSMW+MSW,0.0063159879336349
0.95_007,0.95,total_triplet_proportion,MSMW+MSW,0.0045013197586726
0.95_010,0.95,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0215325177076625
0.95_010,0.95,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0009014810045074
0.95_010,0.95,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0182871860914359
0.95_010,0.95,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0138055376690276
0.95_010,0.95,average_time_in_MSM_network,MSM+MSMW,189.8364051865468
0.95_010,0.95,average_time_in_WSM_network,MSM+MSMW,607.2792334873607
0.95_010,0.95,average_time_in_network_overall,MSM+MSMW,389.1630801578237
0.95_010,0.95,total_between_network_proportion,MSM+MSMW,0.0398197037990985
0.95_010,0.95,total_triplet_proportion,MSM+MSMW,0.014707018673535
0.95_010,0.95,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0023180940115904
0.95_010,0.95,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0020862846104314
0.95_010,0.95,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0021635544108177
0.95_010,0.95,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0018029620090148
0.95_010,0.95,average_time_in_MSM_network,MSMW+MSW,696.8251090644692
0.95_010,0.95,average_time_in_WSM_network,MSMW+MSW,169.45768753874768
0.95_010,0.95,average_time_in_network_overall,MSMW+MSW,493.89228842368937
0.95_010,0.95,total_between_network_proportion,MSMW+MSW,0.0044816484224082
0.95_010,0.95,total_triplet_proportion,MSMW+MSW,0.0038892466194462
0.95_019,0.95,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0220248382299746
0.95_019,0.95,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0004220087617057
0.95_019,0.95,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0160966199107752
0.95_019,0.95,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0103894538000884
0.95_019,0.95,average_time_in_MSM_network,MSM+MSMW,27.00661805363561
0.95_019,0.95,average_time_in_WSM_network,MSM+MSMW,488.4782680822827
0.95_019,0.95,average_time_in_network_overall,MSM+MSMW,262.44496072855304
0.95_019,0.95,total_between_network_proportion,MSM+MSMW,0.0381214581407499
0.95_019,0.95,total_triplet_proportion,MSM+MSMW,0.0108114625617941
0.95_019,0.95,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.001949278565974
0.95_019,0.95,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0017483220127808
0.95_019,0.95,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0016880350468228
0.95_019,0.95,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0014267915276717
0.95_019,0.95,average_time_in_MSM_network,MSMW+MSW,758.093271152565
0.95_019,0.95,average_time_in_WSM_network,MSMW+MSW,291.00274306613835
0.95_019,0.95,average_time_in_network_overall,MSMW+MSW,437.6156419907989
0.95_019,0.95,total_between_network_proportion,MSMW+MSW,0.0036373136127969
0.95_019,0.95,total_triplet_proportion,MSMW+MSW,0.0031751135404525
0.95_026,0.95,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0134146997150384
0.95_026,0.95,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0013172751223184
0.95_026,0.95,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0113984622829184
0.95_026,0.95,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0079843002311952
0.95_026,0.95,average_time_in_MSM_network,MSM+MSMW,155.9289051549603
0.95_026,0.95,average_time_in_WSM_network,MSM+MSMW,694.6656986823856
0.95_026,0.95,average_time_in_network_overall,MSM+MSMW,410.8664574616457
0.95_026,0.95,total_between_network_proportion,MSM+MSMW,0.0248131619979568
0.95_026,0.95,total_triplet_proportion,MSM+MSMW,0.0093015753535136
0.95_026,0.95,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.002419484918544
0.95_026,0.95,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0021775364266896
0.95_026,0.95,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0014248077853648
0.95_026,0.95,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0012635087907952
0.95_026,0.95,average_time_in_MSM_network,MSMW+MSW,681.4996961225233
0.95_026,0.95,average_time_in_WSM_network,MSMW+MSW,118.84926754047802
0.95_026,0.95,average_time_in_network_overall,MSMW+MSW,463.9051807677972
0.95_026,0.95,total_between_network_proportion,MSMW+MSW,0.0038442927039088
0.95_026,0.95,total_triplet_proportion,MSMW+MSW,0.0034410452174848
0.95_050,0.95,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.026075530685757
0.95_050,0.95,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0041458054869622
0.95_050,0.95,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.021023538207109
0.95_050,0.95,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0150653587367753
0.95_050,0.95,average_time_in_MSM_network,MSM+MSMW,81.85547081352351
0.95_050,0.95,average_time_in_WSM_network,MSM+MSMW,524.4295681631004
0.95_050,0.95,average_time_in_network_overall,MSM+MSMW,309.8327289900664
0.95_050,0.95,total_between_network_proportion,MSM+MSMW,0.047099068892866
0.95_050,0.95,total_triplet_proportion,MSM+MSMW,0.0192111642237375
0.95_050,0.95,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0036927119911193
0.95_050,0.95,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0026732516254729
0.95_050,0.95,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0036020932919507
0.95_050,0.95,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0019936113817086
0.95_050,0.95,average_time_in_MSM_network,MSMW+MSW,118.662089084958
0.95_050,0.95,average_time_in_WSM_network,MSMW+MSW,568.2083748753739
0.95_050,0.95,average_time_in_network_overall,MSMW+MSW,354.7686187733315
0.95_050,0.95,total_between_network_proportion,MSMW+MSW,0.0072948052830701
0.95_050,0.95,total_triplet_proportion,MSMW+MSW,0.0046668630071815
0.95_051,0.95,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0220547975207516
0.95_051,0.95,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0006132416391072
0.95_051,0.95,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0171707658950042
0.95_051,0.95,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0123305372434788
0.95_051,0.95,average_time_in_MSM_network,MSM+MSMW,69.87170777459505
0.95_051,0.95,average_time_in_WSM_network,MSM+MSMW,693.3710252492178
0.95_051,0.95,average_time_in_network_overall,MSM+MSMW,388.499504201889
0.95_051,0.95,total_between_network_proportion,MSM+MSMW,0.0392255634157559
0.95_051,0.95,total_triplet_proportion,MSM+MSMW,0.0129437788825861
0.95_051,0.95,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0037670557830876
0.95_051,0.95,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0035261394248669
0.95_051,0.95,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.002606276966206
0.95_051,0.95,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0023434591208743
0.95_051,0.95,average_time_in_MSM_network,MSMW+MSW,271.7395721925134
0.95_051,0.95,average_time_in_WSM_network,MSMW+MSW,996.965034965035
0.95_051,0.95,average_time_in_network_overall,MSMW+MSW,662.1698450904154
0.95_051,0.95,total_between_network_proportion,MSMW+MSW,0.0063733327492936
0.95_051,0.95,total_triplet_proportion,MSMW+MSW,0.0058695985457412
0.95_069,0.95,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0248065379330295
0.95_069,0.95,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0010125117523685
0.95_069,0.95,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0185627154600901
0.95_069,0.95,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0126563969046069
0.95_069,0.95,average_time_in_MSM_network,MSM+MSMW,279.1642006355148
0.95_069,0.95,average_time_in_WSM_network,MSM+MSMW,566.2253683056603
0.95_069,0.95,average_time_in_network_overall,MSM+MSMW,400.2083587003089
0.95_069,0.95,total_between_network_proportion,MSM+MSMW,0.0433692533931197
0.95_069,0.95,total_triplet_proportion,MSM+MSMW,0.0136689086569754
0.95_069,0.95,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0038571876280706
0.95_069,0.95,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0024830645355705
0.95_069,0.95,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0038330802053952
0.95_069,0.95,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0036884356693425
0.95_069,0.95,average_time_in_MSM_network,MSMW+MSW,652.2238401469913
0.95_069,0.95,average_time_in_WSM_network,MSMW+MSW,663.3966064284729
0.95_069,0.95,average_time_in_network_overall,MSMW+MSW,655.014817877942
0.95_069,0.95,total_between_network_proportion,MSMW+MSW,0.0076902678334659
0.95_069,0.95,total_triplet_proportion,MSMW+MSW,0.006171500204913
0.95_072,0.95,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0225289362483924
0.95_072,0.95,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0007348888480617
0.95_072,0.95,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0193137975381223
0.95_072,0.95,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0153637699797905
0.95_072,0.95,average_time_in_MSM_network,MSM+MSMW,42.69593511572738
0.95_072,0.95,average_time_in_WSM_network,MSM+MSMW,518.8877782967461
0.95_072,0.95,average_time_in_network_overall,MSM+MSMW,284.2556034687011
0.95_072,0.95,total_between_network_proportion,MSM+MSMW,0.0418427337865147
0.95_072,0.95,total_triplet_proportion,MSM+MSMW,0.0160986588278522
0.95_072,0.95,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0029854859452507
0.95_072,0.95,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0027328679037295
0.95_072,0.95,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0024572845857064
0.95_072,0.95,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0022735623736909
0.95_072,0.95,average_time_in_MSM_network,MSMW+MSW,374.09446564885496
0.95_072,0.95,average_time_in_WSM_network,MSMW+MSW,386.7658914728682
0.95_072,0.95,average_time_in_network_overall,MSMW+MSW,381.7744784814884
0.95_072,0.95,total_between_network_proportion,MSMW+MSW,0.0054427705309571
0.95_072,0.95,total_triplet_proportion,MSMW+MSW,0.0050064302774205
0.95_073,0.95,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.016125596455351
0.95_073,0.95,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0007242672119972
0.95_073,0.95,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0150178936605316
0.95_073,0.95,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0120782208588957
0.95_073,0.95,average_time_in_MSM_network,MSM+MSMW,38.43860425376095
0.95_073,0.95,average_time_in_WSM_network,MSM+MSMW,501.0388140240773
0.95_073,0.95,average_time_in_network_overall,MSM+MSMW,274.33050194782373
0.95_073,0.95,total_between_network_proportion,MSM+MSMW,0.0311434901158827
0.95_073,0.95,total_triplet_proportion,MSM+MSMW,0.0128024880708929
0.95_073,0.95,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0020236877982276
0.95_073,0.95,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.0018106680299931
0.95_073,0.95,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0014911383776414
0.95_073,0.95,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0012781186094069
0.95_073,0.95,average_time_in_MSM_network,MSMW+MSW,625.2222222222222
0.95_073,0.95,average_time_in_WSM_network,MSMW+MSW,1193.2861374407582
0.95_073,0.95,average_time_in_network_overall,MSMW+MSW,978.9263494405508
0.95_073,0.95,total_between_network_proportion,MSMW+MSW,0.0035148261758691
0.95_073,0.95,total_triplet_proportion,MSMW+MSW,0.0030887866394001
0.95_090,0.95,MSM_group_to_WSM_group_proportion,MSM+MSMW,0.0245066146172196
0.95_090,0.95,MSM_group_to_WSM_group_triplet_proportion,MSM+MSMW,0.0036145449287934
0.95_090,0.95,WSM_group_to_MSM_group_proportion,MSM+MSMW,0.0175907853201281
0.95_090,0.95,WSM_group_to_MSM_group_triplet_proportion,MSM+MSMW,0.0126509072507771
0.95_090,0.95,average_time_in_MSM_network,MSM+MSMW,74.93751309668497
0.95_090,0.95,average_time_in_WSM_network,MSM+MSMW,274.8418106496918
0.95_090,0.95,average_time_in_network_overall,MSM+MSMW,176.70244941207935
0.95_090,0.95,total_between_network_proportion,MSM+MSMW,0.0420973999373478
0.95_090,0.95,total_triplet_proportion,MSM+MSMW,0.0162654521795705
0.95_090,0.95,MSM_group_to_WSM_group_proportion,MSMW+MSW,0.0039759994216728
0.95_090,0.95,MSM_group_to_WSM_group_triplet_proportion,MSMW+MSW,0.002192823923468
0.95_090,0.95,WSM_group_to_MSM_group_proportion,MSMW+MSW,0.0040482903202486
0.95_090,0.95,WSM_group_to_MSM_group_triplet_proportion,MSMW+MSW,0.0019518542615484
0.95_090,0.95,average_time_in_MSM_network,MSMW+MSW,278.18905798287244
0.95_090,0.95,average_time_in_WSM_network,MSMW+MSW,350.8601856148492
0.95_090,0.95,average_time_in_network_overall,MSMW+MSW,317.4554822856856
0.95_090,0.95,total_between_network_proportion,MSMW+MSW,0.0080242897419214
0.95_090,0.95,total_triplet_proportion,MSMW+MSW,0.0041446781850165
