sim_id,p_msmw_w,measure_label,ground_truth,phylo_all_infections,difference,rel_diff_to_gt,rel_diff_to_est
0.05_014,0.05,MSMW with MSM,0.0035317086011362,0.0034220282097966,-1.0968039133960007e-4,-0.031055900621108534,-0.03205128205127196
0.05_014,0.05,MSMW with MSW,0.0354487024809704,0.0223747998332858,-0.013073902647684602,-0.3688118811881181,-0.5843137254901942
0.05_014,0.05,Product,0.00012519448745116133,7.656719621805626e-5,-4.862729123310506e-5,-0.3884139966791644,-0.6350930115635821
0.05_016,0.05,MSMW with MSM,0.0061522276095508,0.0055118470405269,-6.403805690239003e-4,-0.10408921933085911,-0.116182572614113
0.05_016,0.05,MSMW with MSW,0.0455127618699112,0.0282682279754825,-0.017244533894428697,-0.37889447236180973,-0.6100323624595487
0.05_016,0.05,Product,2.8000487016297855e-4,1.5581014870760294e-4,-1.241947214553756e-4,-0.44354486185575026,-0.797090064322077
0.05_027,0.05,MSMW with MSM,0.004578900608242,0.0064924710116864,0.0019135704034444001,0.4179104477611902,0.29473684210526124
0.05_027,0.05,MSMW with MSW,0.0472925256851265,0.0275645260496161,-0.0197279996355104,-0.4171483622350679,-0.7157024793388442
0.05_027,0.05,Product,2.1654777462492612e-4,1.7896188632800716e-4,-3.758588829691896e-5,-0.17356857331838205,-0.21002174858634604
0.05_034,0.05,MSMW with MSM,0.0051461780755068,0.0065879952087307,0.0014418171332239004,0.28017241379310587,0.21885521885522033
0.05_034,0.05,MSMW with MSW,0.0485116010824719,0.0295683421321148,-0.0189432589503571,-0.3904892546867853,-0.6406601650412597
0.05_034,0.05,Product,2.4964933789834885e-4,1.947960962964824e-4,-5.485324160186644e-5,-0.219721157939547,-0.2815931255541129
0.05_048,0.05,MSMW with MSM,0.0072376357056694,0.0069457955562473,-2.918401494220995e-4,-0.04032258064515387,-0.042016806722681016
0.05_048,0.05,MSMW with MSW,0.0406241487995641,0.0267714697069924,-0.0138526790925717,-0.3409961685823763,-0.5174418604651182
0.05_048,0.05,Product,2.940227898641518e-4,1.8594915532503704e-4,-1.0807363453911475e-4,-0.36756890372017875,-0.5811999218291863
0.05_052,0.05,MSMW with MSM,0.0046092184368737,0.0060342908038298,0.0014250723669560995,0.3091787439613482,0.23616236162361365
0.05_052,0.05,MSMW with MSW,0.039812959251837,0.0252727677577376,-0.014540191494099398,-0.3652125279642081,-0.5753303964757767
0.05_052,0.05,Product,1.8350662581006845e-4,1.5250323006784226e-4,-3.1003395742226195e-5,-0.16894973467778257,-0.2032966497065937
0.05_056,0.05,MSMW with MSM,0.006561198282002,0.0077482571817063,0.0011870588997043002,0.18092105263157757,0.15320334261838342
0.05_056,0.05,MSMW with MSW,0.0588133727580773,0.034057798976971,-0.0247555737811063,-0.4209174311926606,-0.7268694550063373
0.05_056,0.05,Product,3.8588620029904e-4,2.63888585516425e-4,-1.21997614782615e-4,-0.3161492032834389,-0.4623072822337804
0.05_072,0.05,MSMW with MSM,0.0045392455605758,0.0054008616160554,8.616160554796e-4,0.18981481481480034,0.15953307392995086
0.05_072,0.05,MSMW with MSW,0.0470106125880004,0.0287275401912367,-0.0182830723967637,-0.38891372373714844,-0.6364301389904914
0.05_072,0.05,Product,2.1339271449002963e-4,1.551534691425391e-4,-5.823924534749053e-5,-0.27292049537244933,-0.3753654086457215
0.05_077,0.05,MSMW with MSM,0.0045227326826945,0.0056177100690311,0.0010949773863366003,0.24210526315790296,0.19491525423729347
0.05_077,0.05,MSMW with MSW,0.0477029278743156,0.0276124732206617,-0.0200904546536539,-0.42115768463073905,-0.7275862068965533
0.05_077,0.05,Product,2.157475909573856e-4,1.5511886884256282e-4,-6.062872211482279e-5,-0.2810169135413343,-0.39085330216247016
0.05_088,0.05,MSMW with MSM,0.0037486104288927,0.0049636772575683,0.0012150668286755998,0.3241379310344921,0.244791666666672
0.05_088,0.05,MSMW with MSW,0.0410278948320881,0.0255939608593366,-0.015433933972751501,-0.37618147448015177,-0.6030303030303045
0.05_088,0.05,Product,1.5379759444307837e-4,1.270401614485823e-4,-2.675743299449608e-5,-0.17397822827716078,-0.2106218434343361
0.25_007,0.25,MSMW with MSM,0.0306758491887475,0.0329636979105871,0.0022878487218396006,0.07458143074581382,0.06940509915014122
0.25_007,0.25,MSMW with MSW,0.0702229485234037,0.0531574646900898,-0.017065483833313903,-0.24301861702127714,-0.32103645147123505
0.25_007,0.25,Product,0.002154148578493111,0.0017522666077368207,-4.018819707562902e-4,-0.18656186243077916,-0.22934978557592325
0.25_014,0.25,MSMW with MSM,0.0226496775489255,0.0242786691361881,0.001628991587262603,0.071921182266009,0.06709558823529338
0.25_014,0.25,MSMW with MSW,0.0488920625711289,0.038203199964296,-0.010688862606832904,-0.2186216339570986,-0.2797897196261705
0.25_014,0.25,Product,0.001107389451937959,9.275228518767756e-4,-1.7986660006118335e-4,-0.1624239780742108,-0.1939214755703714
0.25_016,0.25,MSMW with MSM,0.0243363917374024,0.0244099896962857,7.359795888330078e-5,0.003024193548388223,0.0030150753768855413
0.25_016,0.25,MSMW with MSW,0.0543152936558559,0.0426622834993376,-0.011653010156518297,-0.21454381210478737,-0.2731454859114428
0.25_016,0.25,Product,0.0013218382637409565,0.0010413859006388503,-2.8045236310210615e-4,-0.21216844056881304,-0.2693068563056782
0.25_030,0.25,MSMW with MSM,0.0256330168249208,0.0264034649341995,7.704481092787006e-4,0.030056864337936983,0.029179810725552376
0.25_030,0.25,MSMW with MSW,0.0616358487422955,0.0501415958687323,-0.011494252873563204,-0.1864864864864863,-0.22923588039867082
0.25_030,0.25,Product,0.0015799127478295341,0.0013239118682648757,-2.5600087956465845e-4,-0.16203482117373222,-0.19336701007157997
0.25_047,0.25,MSMW with MSM,0.0378738470138824,0.0400400633560048,0.0021662163421224054,0.05719557195571904,0.054101221640488195
0.25_047,0.25,MSMW with MSW,0.0711357495574396,0.0555296748346221,-0.015606074722817505,-0.21938441388343213,-0.28104026845637675
0.25_047,0.25,Product,0.00269418449595632,0.0022234116985166146,-4.7077279743970536e-4,-0.1747366589579461,-0.2117344249622277
0.25_061,0.25,MSMW with MSM,0.0285481441236756,0.0297582298174993,0.001210085693823703,0.042387543252598074,0.040663900414940446
0.25_061,0.25,MSMW with MSW,0.065887931247376,0.0508976860198058,-0.014990245227570205,-0.2275112443778115,-0.2945172246482297
0.25_061,0.25,Product,0.001880978157260919,0.0015146250377563023,-3.6635311950461674e-4,-0.19476734383673028,-0.24187710513970892
0.25_062,0.25,MSMW with MSM,0.0308392639610181,0.0331687717723493,0.0023295078113312016,0.07553707553707444,0.07023195876288564
0.25_062,0.25,MSMW with MSW,0.0855720117116539,0.0649911307730119,-0.020580880938642007,-0.24050949050949016,-0.31667214731995996
0.25_062,0.25,Product,0.002638977856851027,0.002155675983836939,-4.833018730140879e-4,-0.18313979852441437,-0.2241996833651444
0.25_069,0.25,MSMW with MSM,0.0243873452021582,0.0262413539017375,0.001854008699579298,0.0760233918128663,0.07065217391304417
0.25_069,0.25,MSMW with MSW,0.0640821468469967,0.0493451546195716,-0.014736992227425104,-0.22997032640949627,-0.29865125240847906
0.25_069,0.25,Product,0.0015627934364531022,0.0012948836657081352,-2.6790977074496697e-4,-0.17143005882659187,-0.20689871827092257
0.25_071,0.25,MSMW with MSM,0.0313569418743187,0.0289487692970671,-0.0024081725772516008,-0.07679870654809905,-0.08318739054290578
0.25_071,0.25,MSMW with MSW,0.0612436310172627,0.0484422925802935,-0.0128013384369692,-0.2090231788079465,-0.2642595499738349
0.25_071,0.25,Product,0.0019204129779805282,0.0014023447521279418,-5.180682258525864e-4,-0.2697691755850232,-0.3694300029051065
0.25_094,0.25,MSMW with MSM,0.0323788038044453,0.0321480759863614,-2.3072781808389925e-4,-0.007125890736340993,-0.0071770334928219015
0.25_094,0.25,MSMW with MSW,0.0821391032378803,0.0590406850052554,-0.0230984182326249,-0.2812109862671662,-0.3912288319583155
0.25_094,0.25,Product,0.002659565908412404,0.0018980444278357787,-7.615214805766252e-4,-0.28633299824150865,-0.4012137278814598
0.5_009,0.5,MSMW with MSM,0.0467216860668297,0.0394903088792709,-0.007231377187558799,-0.15477560414269279,-0.1831177671885637
0.5_009,0.5,MSMW with MSW,0.0383343638269845,0.0391139546762009,7.795908492164022e-4,0.0203366058906038,0.019931271477663916
0.5_009,0.5,Product,0.001791046112296002,0.001544622151652976,-2.46423960643026e-4,-0.13758660871501902,-0.15953672578068082
0.5_017,0.5,MSMW with MSM,0.057889588972545,0.0481313832086072,-0.009758205763937801,-0.16856581532416434,-0.20274102079394984
0.5_017,0.5,MSMW with MSW,0.0542501649114027,0.0492914496280963,-0.004958715283306402,-0.09140461215932898,-0.1005999077065065
0.5_017,0.5,Product,0.0031405197484138856,0.0023724656509576617,-7.680540974562239e-4,-0.24456273451046703,-0.3237366564806507
0.5_026,0.5,MSMW with MSM,0.0368569483613731,0.032116113974521,-0.004740834386852098,-0.12862796833773135,-0.14761544284632916
0.5_026,0.5,MSMW with MSW,0.0365652047067976,0.0342798794126227,-0.0022853252941748975,-0.0625000000000013,-0.06666666666666815
0.5_026,0.5,Product,0.0013476818617014757,0.0011009365142486266,-2.467453474528491e-4,-0.18308872031662435,-0.22412313903608624
0.5_037,0.5,MSMW with MSM,0.0501212970999977,0.0437559813936925,-0.006365315706305198,-0.1269982238010654,-0.1454730417090535
0.5_037,0.5,MSMW with MSW,0.0426654203111437,0.0426654203111437,0,0,0
0.5_037,0.5,Product,0.0021384462073111097,0.0018668673372884738,-2.7157887002263593e-4,-0.12699822380106546,-0.14547304170905356
0.5_046,0.5,MSMW with MSM,0.069670364572699,0.0597109734794346,-0.009959391093264401,-0.14295017909475796,-0.16679331306990955
0.5_046,0.5,MSMW with MSW,0.062773656389664,0.0548333673631434,-0.007940289026520608,-0.126490784242863,-0.14480761274307083
0.5_046,0.5,Product,0.004373463526229227,0.00327415374440875,-0.001099309781820477,-0.25135908307626725,-0.3357538673001415
0.5_060,0.5,MSMW with MSM,0.0565683273030893,0.045087670470359,-0.0114806568327303,-0.2029520295202952,-0.25462962962962965
0.5_060,0.5,MSMW with MSW,0.0459690138231746,0.0407505334446609,-0.005218480378513704,-0.11352169525731448,-0.12805919180421
0.5_060,0.5,Product,0.002600390219749577,0.001837346623444214,-7.630435963053633e-4,-0.29343426633055325,-0.4152964860136153
0.5_061,0.5,MSMW with MSM,0.0658456050709792,0.0575546504061121,-0.008290954664867095,-0.12591508052708672,-0.14405360134003395
0.5_061,0.5,MSMW with MSW,0.0638692728543539,0.0572413294449398,-0.006627943409414097,-0.10377358490566059,-0.11578947368421079
0.5_061,0.5,Product,0.004205510916538399,0.0032945047049846013,-9.110062115537977e-4,-0.21662200613276655,-0.2765229657057223
0.5_066,0.5,MSMW with MSM,0.0552120899879787,0.048278378842521,-0.006933711145457697,-0.12558320373250442,-0.14361938639395358
0.5_066,0.5,MSMW with MSW,0.052314099261549,0.0476773140992615,-0.0046367851622875,-0.08863356585966395,-0.09725348941918106
0.5_066,0.5,Product,0.0028883707560686932,0.0023017834322780146,-5.865873237906787e-4,-0.20308588243327585,-0.2548403622881883
0.5_067,0.5,MSMW with MSM,0.068319011433847,0.0583291906351348,-0.009989820798712197,-0.14622314622314606,-0.17126623376623354
0.5_067,0.5,MSMW with MSW,0.0532632625523755,0.052931846696494,-3.314158558814992e-4,-0.006222222222223192,-0.006261180679786313
0.5_067,0.5,Product,0.003638893443319736,0.003087471776629529,-5.514216666902072e-4,-0.15153553553553611,-0.17859974327997663
0.5_090,0.5,MSMW with MSM,0.0487865224139094,0.0400143952855439,-0.008772127128365496,-0.1798063623789774,-0.219224283305229
0.5_090,0.5,MSMW with MSW,0.0345261926718999,0.0364155738995479,0.0018893812276480001,0.05472312703583229,0.05188387893761731
0.5_090,0.5,Product,0.001684412872654599,0.001457147168566445,-2.2726570408815381e-4,-0.13492280175346077,-0.15596619819241725
0.75_022,0.75,MSMW with MSM,0.074942067416804,0.0502162020115148,-0.024725865405289198,-0.32993305706088655,-0.49238820171265535
0.75_022,0.75,MSMW with MSW,0.0246780859552306,0.0314388781385126,0.006760792183282002,0.2739593417231384,0.21504559270516835
0.75_022,0.75,Product,0.0018494267813745752,0.001578741055618945,-2.706857257556302e-4,-0.14636195846285122,-0.17145669632915697
0.75_035,0.75,MSMW with MSM,0.0766428711128496,0.056889301779777,-0.019753569333072603,-0.25773524720893193,-0.3472281908036108
0.75_035,0.75,MSMW with MSW,0.0395315861529434,0.0392626637981615,-2.6892235478190307e-4,-0.006802721088434746,-0.006849315068492514
0.75_035,0.75,Product,0.0030298142624065514,0.002233625529491535,-7.961887329150162e-4,-0.2627846672959455,-0.3564557811515798
0.75_039,0.75,MSMW with MSM,0.0704794486588328,0.0457880906341415,-0.024691358024691294,-0.35033415406260937,-0.5392528424472104
0.75_039,0.75,MSMW with MSW,0.02662501859289,0.0274678962764638,8.428776835737971e-4,0.03165735567970198,0.030685920577617265
0.75_039,0.75,Product,0.0018765166309580594,0.0012577025242359221,-6.188141067221373e-4,-0.32976745130481494,-0.49201945197500374
0.75_042,0.75,MSMW with MSM,0.0689941999010835,0.045748842228317,-0.023245357672766503,-0.3369175627240146,-0.5081081081081087
0.75_042,0.75,MSMW with MSW,0.0260779641203183,0.0290229755856301,0.0029450114653118004,0.11293103448275833,0.10147172734314462
0.75_042,0.75,Product,0.001799228269530524,0.0013277675310632876,-4.714607384672363e-4,-0.26203497713508883,-0.35507777335817703
0.75_046,0.75,MSMW with MSM,0.0950930386322848,0.0610890715027864,-0.0340039671294984,-0.35758629252545304,-0.556629300347893
0.75_046,0.75,MSMW with MSW,0.0340511948616227,0.0326815906300179,-0.0013696042316047943,-0.040221914008321716,-0.04190751445086699
0.75_046,0.75,Product,0.0032380315884517445,0.0019964880268219577,-0.0012415435616297868,-0.3834254014252614,-0.6218637652468652
0.75_053,0.75,MSMW with MSM,0.0671604692781865,0.0461572877311592,-0.0210031815470273,-0.31273131014063754,-0.45503500269251684
0.75_053,0.75,MSMW with MSW,0.0259992046132431,0.0279876715052694,0.0019884668920263013,0.07648183556405586,0.07104795737122759
0.75_053,0.75,Product,0.001746118782684998,0.0012918350065938852,-4.542837760911128e-4,-0.2601677392144897,-0.351657737847575
0.75_061,0.75,MSMW with MSM,0.0876479289940828,0.0589497041420118,-0.028698224852071005,-0.3274261603375529,-0.48682559598494385
0.75_061,0.75,MSMW with MSW,0.0344428007889546,0.0348126232741617,3.698224852071025e-4,0.010737294201861198,0.010623229461756438
0.75_061,0.75,Product,0.003018840157907632,0.0020521938424191465,-9.666463154884854e-4,-0.32020453714862174,-0.47103070650918294
0.75_072,0.75,MSMW with MSM,0.0649663033349946,0.0442065573060003,-0.020759746028994303,-0.319546364242829,-0.4696078431372559
0.75_072,0.75,MSMW with MSW,0.0244219559234619,0.0257004789043708,0.0012785229809089,0.05235137533274463,0.049747048903881146
0.75_072,0.75,Product,0.001586604196557494,0.0011361296934777195,-4.504745030797744e-4,-0.28392368056077466,-0.3964991898951795
0.75_077,0.75,MSMW with MSM,0.0589046153846153,0.0405661538461538,-0.018338461538461498,-0.31132469703301274,-0.452063106796116
0.75_077,0.75,MSMW with MSW,0.0258707692307692,0.0272246153846153,0.0013538461538460979,0.052331113225497425,0.049728752260395935
0.75_077,0.75,Product,0.0015239077112425994,0.00110439793609467,-4.1950977514792955e-4,-0.2752855517778435,-0.37985382029179093
0.75_099,0.75,MSMW with MSM,0.0480577689243027,0.0349058312205722,-0.0131519377037305,-0.2736693358455015,-0.3767833981841761
0.75_099,0.75,MSMW with MSW,0.0242892068091271,0.0218897138717855,-0.0023994929373415998,-0.09878844361603228,-0.109617373319548
0.75_099,0.75,Product,0.0011672850881876298,7.640786578751626e-4,-4.032064303124672e-4,-0.3454224117079235,-0.5277027779230868
0.95_007,0.95,MSMW with MSM,0.0545343137254902,0.0276677978883861,-0.026866515837104095,-0.492653414001729,-0.9710391822827954
0.95_007,0.95,MSMW with MSW,0.0063159879336349,0.0079421191553544,0.0016261312217195007,0.25746268656717486,0.20474777448071893
0.95_007,0.95,Product,3.444380674592562e-4,2.197409475958253e-4,-1.246971198634309e-4,-0.36203059894992995,-0.567473296296097
0.95_010,0.95,MSMW with MSM,0.0398197037990985,0.0216097875080489,-0.0182099162910496,-0.4573091849935324,-0.8426698450536376
0.95_010,0.95,MSMW with MSW,0.0044816484224082,0.0057694784288473,0.0012878300064391003,0.28735632183907206,0.22321428571428065
0.95_010,0.95,Product,1.784579127119916e-4,1.2467720287966198e-4,-5.3780709832329624e-5,-0.3013635484974256,-0.4313596117827458
0.95_019,0.95,MSMW with MSM,0.0381214581407499,0.0192315421405892,-0.0188899160001607,-0.49551924090669397,-0.9822361546499446
0.95_019,0.95,MSMW with MSW,0.0036373136127969,0.0049234355532333,0.0012861219404363996,0.3535911602209743,0.26122448979590734
0.95_019,0.95,Product,1.3865969863501682e-4,9.46852583184813e-5,-4.397444031653552e-5,-0.3171393039897341,-0.4644275264965116
0.95_026,0.95,MSMW with MSM,0.0248131619979568,0.014248077853648,-0.0105650841443088,-0.42578548212351025,-0.7415094339622641
0.95_026,0.95,MSMW with MSW,0.0038442927039088,0.0055379321468896,0.0016936394429807999,0.4405594405594405,0.3058252427184466
0.95_026,0.95,Product,9.538905762965244e-5,7.890488837710304e-5,-1.6484169252549394e-5,-0.17280985536673507,-0.2089118886242901
0.95_050,0.95,MSMW with MSM,0.047099068892866,0.0269817176774427,-0.020117351215423296,-0.4271284271284274,-0.7455919395466003
0.95_050,0.95,MSMW with MSW,0.0072948052830701,0.0086540857705987,0.0013592804875286,0.18633540372670943,0.1570680628272261
0.95_050,0.95,Product,3.435785365873615e-4,2.3350209901866828e-4,-1.1007643756869321e-4,-0.32038217131384794,-0.47141519511519553
0.95_051,0.95,MSMW with MSM,0.0392255634157559,0.0217919796754199,-0.017433583740336,-0.4444444444444456,-0.8000000000000037
0.95_051,0.95,MSMW with MSW,0.0063733327492936,0.0073808011563985,0.0010074684071049002,0.15807560137458143,0.13649851632048296
0.95_051,0.95,Product,2.4999756792713003e-4,1.6084226878855182e-4,-8.915529913857822e-5,-0.3566246659030117,-0.554302670623134
0.95_069,0.95,MSMW with MSM,0.0433692533931197,0.0245895711289506,-0.0187796822641691,-0.4330183435241796,-0.7637254901960769
0.95_069,0.95,MSMW with MSW,0.0076902678334659,0.0096670764928521,0.0019768086593861993,0.2570532915360476,0.20448877805486124
0.95_069,0.95,Product,3.3352117433054027e-4,2.3770926502999303e-4,-9.581190930054725e-5,-0.28727384248650933,-0.40306341988167
0.95_072,0.95,MSMW with MSM,0.0418427337865147,0.0240905750505236,-0.017752158735991102,-0.4242590559824359,-0.7368922783603402
0.95_072,0.95,MSMW with MSW,0.0054427705309571,0.0074637148631269,0.0020209443321697997,0.37130801687765086,0.2707692307692381
0.95_072,0.95,Product,2.277403983879252e-4,1.7980518306586705e-4,-4.793521532205815e-5,-0.2104818278240075,-0.2665952922196815
0.95_073,0.95,MSMW with MSM,0.0311434901158827,0.0183623040218132,-0.012781186094069499,-0.4103967168262651,-0.6960556844547556
0.95_073,0.95,MSMW with MSW,0.0035148261758691,0.004601226993865,0.0010864008179958997,0.309090909090908,0.23611111111111047
0.95_073,0.95,Product,1.094639542672251e-4,8.448912893472275e-5,-2.4974825332502355e-5,-0.22815570202711136,-0.2955980922918283
0.95_090,0.95,MSMW with MSM,0.0420973999373478,0.0236150268681173,-0.018482373069230496,-0.439038351459644,-0.7826530612244862
0.95_090,0.95,MSMW with MSW,0.0080242897419214,0.0081206776066893,9.638786476789951e-5,0.012012012012021345,0.011869436201789528
0.95_090,0.95,Product,3.3780173447882253e-4,1.917700198692863e-4,-1.4603171460953623e-4,-0.432300073399094,-0.7614939744443575
